organism_full,list_tested_classes,count_tested_classes,isolate_count
Enterococcus faecium,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Macrolides, Penicillins, Phenicol, Tetracycline, Tetracyclines",10,7
Enterococcus faecium,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lincosamides, Lipoglycopeptides, Penicillins, Phenicol, Tetracycline, Tetracyclines",10,6
Enterococcus faecium,"Aminoglycosides, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lincosamides, Lipoglycopeptides, Macrolides, Phenicol, Tetracycline, Tetracyclines",10,6
Enterococcus faecium,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Glycopeptides, Lincosamides, Macrolides, Penicillins, Phenicol, Tetracycline, Tetracyclines",10,5
Enterococcus faecium,"Aminoglycosides, Cephalosporins, Folate pathway antagonists, Glycopeptides, Lincosamides, Lipoglycopeptides, Macrolides, Penicillins, Tetracycline, Tetracyclines",10,5
Enterococcus faecium,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lincosamides, Lipoglycopeptides, Macrolides, Tetracycline, Tetracyclines",10,3
Enterococcus faecium,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lincosamides, Lipoglycopeptides, Macrolides, Penicillins, Tetracycline, Tetracyclines",10,2
Enterococcus faecium,"Aminoglycosides, Carbapenems, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Macrolides, Penicillins, Phenicol, Tetracycline, Tetracyclines",10,1
Enterococcus faecium,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lincosamides, Lipoglycopeptides, Phenicol, Tetracycline, Tetracyclines",10,1
Enterococcus faecium,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lincosamides, Macrolides, Phenicol, Tetracycline, Tetracyclines",10,1
Enterococcus faecium,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lincosamides, Penicillins, Phenicol, Tetracycline, Tetracyclines",10,1
Enterococcus faecium,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lincosamides, Lipoglycopeptides, Macrolides, Phenicol, Tetracycline, Tetracyclines",10,1
Enterococcus faecium,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lipoglycopeptides, Macrolides, Penicillins, Phenicol, Tetracycline, Tetracyclines",10,1
Enterococcus faecium,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Glycopeptides, Lincosamides, Lipoglycopeptides, Macrolides, Penicillins, Tetracycline, Tetracyclines",10,1
Enterococcus faecium,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Glycopeptides, Lipoglycopeptides, Lipopeptides, Macrolides, Penicillins, Tetracycline, Tetracyclines",10,1
Enterococcus faecium,"Aminoglycosides, Cephalosporins, Folate pathway antagonists, Glycopeptides, Lincosamides, Lipoglycopeptides, Penicillins, Phenicol, Tetracycline, Tetracyclines",10,1
Enterococcus faecium,"Aminoglycosides, Cephalosporins, Folate pathway antagonists, Glycopeptides, Lipoglycopeptides, Macrolides, Penicillins, Phenicol, Tetracycline, Tetracyclines",10,1
Enterococcus faecium,"Aminoglycosides, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Macrolides, Penicillins, Phenicol, Tetracycline, Tetracyclines, β-lactam combination agents",10,1
Enterococcus faecium,"Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lincosamides, Lipoglycopeptides, Macrolides, Penicillins, Phenicol, Tetracycline, Tetracyclines",10,1
Enterococcus faecium,"Aminoglycosides, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lincosamides, Lipoglycopeptides, Macrolides, Penicillins, Phenicol, Tetracycline, Tetracyclines",11,3751
Enterococcus faecium,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lincosamides, Lipoglycopeptides, Macrolides, Penicillins, Tetracycline, Tetracyclines",11,243
Enterococcus faecium,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lincosamides, Lipoglycopeptides, Macrolides, Penicillins, Phenicol, Tetracycline, Tetracyclines",11,164
Enterococcus faecium,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lipoglycopeptides, Lipopeptides, Penicillins, Phenicol, Tetracycline, Tetracyclines",11,104
Enterococcus faecium,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lincosamides, Macrolides, Penicillins, Phenicol, Tetracycline, Tetracyclines",11,81
Enterococcus faecium,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Glycopeptides, Lincosamides, Lipoglycopeptides, Macrolides, Penicillins, Phenicol, Tetracycline, Tetracyclines",11,21
Enterococcus faecium,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lincosamides, Lipoglycopeptides, Penicillins, Phenicol, Tetracycline, Tetracyclines",11,15
Enterococcus faecium,"Aminoglycosides, Cephalosporins, Folate pathway antagonists, Glycopeptides, Lincosamides, Lipoglycopeptides, Macrolides, Penicillins, Phenicol, Tetracycline, Tetracyclines",11,8
Enterococcus faecium,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lipoglycopeptides, Macrolides, Penicillins, Phenicol, Tetracycline, Tetracyclines",11,6
Enterococcus faecium,"Carbapenems, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lincosamides, Lipoglycopeptides, Macrolides, Penicillins, Phenicol, Tetracycline, Tetracyclines",11,4
Enterococcus faecium,"Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lincosamides, Lipoglycopeptides, Macrolides, Penicillins, Phenicol, Tetracycline, Tetracyclines",11,4
Enterococcus faecium,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lipopeptides, Macrolides, Penicillins, Phenicol, Tetracycline, Tetracyclines",11,2
Enterococcus faecium,"Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Macrolides, Penicillins, Phenicol, Tetracycline, Tetracyclines, β-lactam combination agents",11,2
Enterococcus faecium,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lincosamides, Lipoglycopeptides, Macrolides, Phenicol, Tetracycline, Tetracyclines",11,1
Enterococcus faecium,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lincosamides, Lipoglycopeptides, Macrolides, Penicillins, Phenicol, Tetracycline, Tetracyclines",12,1440
Enterococcus faecium,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lipoglycopeptides, Lipopeptides, Macrolides, Penicillins, Phenicol, Tetracycline, Tetracyclines",12,12
Enterococcus faecium,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lincosamides, Macrolides, Penicillins, Phenicol, Tetracycline, Tetracyclines",12,4
Enterococcus faecium,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Macrolides, Penicillins, Phenicol, Tetracycline, Tetracyclines, β-lactam combination agents",12,1
Enterococcus faecium,"Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lincosamides, Lipoglycopeptides, Macrolides, Penicillins, Tetracycline, Tetracyclines, β-lactam combination agents",12,1
Enterococcus faecium,"Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lincosamides, Macrolides, Penicillins, Phenicol, Tetracycline, Tetracyclines, β-lactam combination agents",12,1
Enterococcus faecium,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lincosamides, Lipoglycopeptides, Lipopeptides, Macrolides, Penicillins, Phenicol, Tetracycline, Tetracyclines",13,9
Enterococcus spp.,Penicillins,1,383
Enterococcus spp.,Glycopeptides,1,121
Enterococcus spp.,Fluoroquinolones,1,48
Enterococcus spp.,Lipoglycopeptides,1,10
Enterococcus spp.,Aminoglycosides,1,9
Enterococcus spp.,Macrolides,1,6
Enterococcus spp.,Cephalosporins,1,1
Enterococcus spp.,Phenicol,1,1
Enterococcus spp.,"Glycopeptides, Penicillins",2,7618
Enterococcus spp.,"Fluoroquinolones, Penicillins",2,197
Enterococcus spp.,"Aminoglycosides, Penicillins",2,92
Enterococcus spp.,"Macrolides, Penicillins",2,76
Enterococcus spp.,"Fluoroquinolones, Glycopeptides",2,57
Enterococcus spp.,"Glycopeptides, Macrolides",2,39
Enterococcus spp.,"Tetracycline, Tetracyclines",2,11
Enterococcus spp.,"Aminoglycosides, Glycopeptides",2,7
Enterococcus spp.,"Glycopeptides, Phenicol",2,6
Enterococcus spp.,"Lipoglycopeptides, Penicillins",2,6
Enterococcus spp.,"Fluoroquinolones, Folate pathway antagonists",2,3
Enterococcus spp.,"Glycopeptides, Lipoglycopeptides",2,3
Enterococcus spp.,"Penicillins, Phenicol",2,2
Enterococcus spp.,"Aminoglycosides, Fluoroquinolones",2,1
Enterococcus spp.,"Fluoroquinolones, Macrolides",2,1
Enterococcus spp.,"Lipoglycopeptides, Macrolides",2,1
Enterococcus spp.,"Fluoroquinolones, Glycopeptides, Penicillins",3,4991
Enterococcus spp.,"Glycopeptides, Macrolides, Penicillins",3,912
Enterococcus spp.,"Glycopeptides, Lipoglycopeptides, Penicillins",3,361
Enterococcus spp.,"Aminoglycosides, Glycopeptides, Penicillins",3,291
Enterococcus spp.,"Carbapenems, Glycopeptides, Penicillins",3,148
Enterococcus spp.,"Fluoroquinolones, Tetracycline, Tetracyclines",3,68
Enterococcus spp.,"Penicillins, Tetracycline, Tetracyclines",3,53
Enterococcus spp.,"Aminoglycosides, Lipoglycopeptides, Penicillins",3,43
Enterococcus spp.,"Glycopeptides, Tetracycline, Tetracyclines",3,34
Enterococcus spp.,"Fluoroquinolones, Macrolides, Penicillins",3,33
Enterococcus spp.,"Aminoglycosides, Fluoroquinolones, Penicillins",3,26
Enterococcus spp.,"Glycopeptides, Penicillins, Phenicol",3,22
Enterococcus spp.,"Glycopeptides, Macrolides, Phenicol",3,18
Enterococcus spp.,"Macrolides, Penicillins, Phenicol",3,13
Enterococcus spp.,"Cephalosporins, Folate pathway antagonists, Lincosamides",3,12
Enterococcus spp.,"Macrolides, Tetracycline, Tetracyclines",3,10
Enterococcus spp.,"Fluoroquinolones, Glycopeptides, Macrolides",3,9
Enterococcus spp.,"Fluoroquinolones, Penicillins, Phenicol",3,9
Enterococcus spp.,"Aminoglycosides, Penicillins, Phenicol",3,2
Enterococcus spp.,"Cephalosporins, Glycopeptides, Penicillins",3,2
Enterococcus spp.,"Fluoroquinolones, Lipoglycopeptides, Penicillins",3,2
Enterococcus spp.,"Glycopeptides, Lipoglycopeptides, Macrolides",3,2
Enterococcus spp.,"Phenicol, Tetracycline, Tetracyclines",3,2
Enterococcus spp.,"Aminoglycosides, Cephalosporins, Fluoroquinolones",3,1
Enterococcus spp.,"Aminoglycosides, Fluoroquinolones, Glycopeptides",3,1
Enterococcus spp.,"Aminoglycosides, Fluoroquinolones, Macrolides",3,1
Enterococcus spp.,"Aminoglycosides, Glycopeptides, Macrolides",3,1
Enterococcus spp.,"Aminoglycosides, Lipoglycopeptides, Phenicol",3,1
Enterococcus spp.,"Aminoglycosides, Macrolides, Penicillins",3,1
Enterococcus spp.,"Aminoglycosides, Tetracycline, Tetracyclines",3,1
Enterococcus spp.,"Cephalosporins, Macrolides, Penicillins",3,1
Enterococcus spp.,"Fluoroquinolones, Glycopeptides, Phenicol",3,1
Enterococcus spp.,"Glycopeptides, Lincosamides, Penicillins",3,1
Enterococcus spp.,"Lipoglycopeptides, Macrolides, Penicillins",3,1
Enterococcus spp.,"Lipoglycopeptides, Penicillins, Phenicol",3,1
Enterococcus spp.,"Glycopeptides, Penicillins, Tetracycline, Tetracyclines",4,2059
Enterococcus spp.,"Fluoroquinolones, Glycopeptides, Macrolides, Penicillins",4,492
Enterococcus spp.,"Glycopeptides, Macrolides, Penicillins, Phenicol",4,375
Enterococcus spp.,"Aminoglycosides, Fluoroquinolones, Glycopeptides, Penicillins",4,75
Enterococcus spp.,"Glycopeptides, Lipoglycopeptides, Macrolides, Penicillins",4,75
Enterococcus spp.,"Fluoroquinolones, Glycopeptides, Lipoglycopeptides, Penicillins",4,62
Enterococcus spp.,"Macrolides, Penicillins, Tetracycline, Tetracyclines",4,47
Enterococcus spp.,"Fluoroquinolones, Penicillins, Tetracycline, Tetracyclines",4,38
Enterococcus spp.,"Aminoglycosides, Glycopeptides, Macrolides, Penicillins",4,32
Enterococcus spp.,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists",4,25
Enterococcus spp.,"Lipoglycopeptides, Penicillins, Tetracycline, Tetracyclines",4,23
Enterococcus spp.,"Glycopeptides, Lipoglycopeptides, Tetracycline, Tetracyclines",4,22
Enterococcus spp.,"Aminoglycosides, Fluoroquinolones, Macrolides, Penicillins",4,15
Enterococcus spp.,"Fluoroquinolones, Glycopeptides, Penicillins, Phenicol",4,15
Enterococcus spp.,"Fluoroquinolones, Glycopeptides, Tetracycline, Tetracyclines",4,13
Enterococcus spp.,"Aminoglycosides, Glycopeptides, Lipoglycopeptides, Penicillins",4,8
Enterococcus spp.,"Aminoglycosides, Macrolides, Penicillins, Phenicol",4,7
Enterococcus spp.,"Fluoroquinolones, Macrolides, Tetracycline, Tetracyclines",4,7
Enterococcus spp.,"Glycopeptides, Macrolides, Tetracycline, Tetracyclines",4,6
Enterococcus spp.,"Glycopeptides, Lincosamides, Macrolides, Penicillins",4,5
Enterococcus spp.,"Aminoglycosides, Lipoglycopeptides, Macrolides, Penicillins",4,4
Enterococcus spp.,"Cephalosporins, Glycopeptides, Macrolides, Penicillins",4,4
Enterococcus spp.,"Penicillins, Phenicol, Tetracycline, Tetracyclines",4,4
Enterococcus spp.,"Aminoglycosides, Fluoroquinolones, Lipoglycopeptides, Penicillins",4,3
Enterococcus spp.,"Fluoroquinolones, Lipoglycopeptides, Macrolides, Penicillins",4,3
Enterococcus spp.,"Aminoglycosides, Fluoroquinolones, Glycopeptides, Macrolides",4,2
Enterococcus spp.,"Aminoglycosides, Glycopeptides, Tetracycline, Tetracyclines",4,2
Enterococcus spp.,"Aminoglycosides, Phenicol, Tetracycline, Tetracyclines",4,2
Enterococcus spp.,"Fluoroquinolones, Glycopeptides, Macrolides, Phenicol",4,2
Enterococcus spp.,"Glycopeptides, Lipoglycopeptides, Macrolides, Phenicol",4,2
Enterococcus spp.,"Aminoglycosides, Folate pathway antagonists, Penicillins, Phenicol",4,1
Enterococcus spp.,"Aminoglycosides, Glycopeptides, Lipoglycopeptides, Macrolides",4,1
Enterococcus spp.,"Aminoglycosides, Glycopeptides, Lipoglycopeptides, Phenicol",4,1
Enterococcus spp.,"Aminoglycosides, Glycopeptides, Macrolides, β-lactam combination agents",4,1
Enterococcus spp.,"Aminoglycosides, Lipoglycopeptides, Macrolides, Phenicol",4,1
Enterococcus spp.,"Aminoglycosides, Lipoglycopeptides, Penicillins, Phenicol",4,1
Enterococcus spp.,"Aminoglycosides, Lipoglycopeptides, Tetracycline, Tetracyclines",4,1
Enterococcus spp.,"Aminoglycosides, Penicillins, Tetracycline, Tetracyclines",4,1
Enterococcus spp.,"Carbapenems, Glycopeptides, Macrolides, Penicillins",4,1
Enterococcus spp.,"Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Penicillins",4,1
Enterococcus spp.,"Cephalosporins, Folate pathway antagonists, Glycopeptides, Penicillins",4,1
Enterococcus spp.,"Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Penicillins",4,1
Enterococcus spp.,"Fluoroquinolones, Glycopeptides, Lincosamides, Penicillins",4,1
Enterococcus spp.,"Fluoroquinolones, Lincosamides, Macrolides, Penicillins",4,1
Enterococcus spp.,"Fluoroquinolones, Macrolides, Penicillins, Phenicol",4,1
Enterococcus spp.,"Fluoroquinolones, Phenicol, Tetracycline, Tetracyclines",4,1
Enterococcus spp.,"Glycopeptides, Phenicol, Tetracycline, Tetracyclines",4,1
Enterococcus spp.,"Macrolides, Phenicol, Tetracycline, Tetracyclines",4,1
Enterococcus spp.,"Fluoroquinolones, Glycopeptides, Penicillins, Tetracycline, Tetracyclines",5,2606
Enterococcus spp.,"Glycopeptides, Lipoglycopeptides, Penicillins, Tetracycline, Tetracyclines",5,869
Enterococcus spp.,"Glycopeptides, Macrolides, Penicillins, Tetracycline, Tetracyclines",5,339
Enterococcus spp.,"Fluoroquinolones, Glycopeptides, Macrolides, Penicillins, Phenicol",5,250
Enterococcus spp.,"Glycopeptides, Penicillins, Phenicol, Tetracycline, Tetracyclines",5,73
Enterococcus spp.,"Aminoglycosides, Glycopeptides, Lipoglycopeptides, Macrolides, Penicillins",5,56
Enterococcus spp.,"Aminoglycosides, Fluoroquinolones, Glycopeptides, Macrolides, Penicillins",5,52
Enterococcus spp.,"Aminoglycosides, Glycopeptides, Penicillins, Tetracycline, Tetracyclines",5,39
Enterococcus spp.,"Fluoroquinolones, Macrolides, Penicillins, Tetracycline, Tetracyclines",5,37
Enterococcus spp.,"Aminoglycosides, Fluoroquinolones, Lipoglycopeptides, Macrolides, Penicillins",5,33
Enterococcus spp.,"Fluoroquinolones, Glycopeptides, Lipoglycopeptides, Macrolides, Penicillins",5,32
Enterococcus spp.,"Aminoglycosides, Glycopeptides, Macrolides, Penicillins, Phenicol",5,20
Enterococcus spp.,"Aminoglycosides, Fluoroquinolones, Macrolides, Penicillins, Phenicol",5,19
Enterococcus spp.,"Macrolides, Penicillins, Phenicol, Tetracycline, Tetracyclines",5,19
Enterococcus spp.,"Aminoglycosides, Lipoglycopeptides, Penicillins, Tetracycline, Tetracyclines",5,14
Enterococcus spp.,"Aminoglycosides, Macrolides, Phenicol, Tetracycline, Tetracyclines",5,12
Enterococcus spp.,"Glycopeptides, Lipoglycopeptides, Macrolides, Penicillins, Phenicol",5,10
Enterococcus spp.,"Lipoglycopeptides, Macrolides, Penicillins, Tetracycline, Tetracyclines",5,10
Enterococcus spp.,"Aminoglycosides, Fluoroquinolones, Penicillins, Tetracycline, Tetracyclines",5,8
Enterococcus spp.,"Fluoroquinolones, Glycopeptides, Macrolides, Tetracycline, Tetracyclines",5,8
Enterococcus spp.,"Aminoglycosides, Fluoroquinolones, Glycopeptides, Lipoglycopeptides, Penicillins",5,6
Enterococcus spp.,"Glycopeptides, Lipoglycopeptides, Phenicol, Tetracycline, Tetracyclines",5,6
Enterococcus spp.,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Penicillins",5,5
Enterococcus spp.,"Aminoglycosides, Lipoglycopeptides, Macrolides, Penicillins, Phenicol",5,5
Enterococcus spp.,"Glycopeptides, Macrolides, Phenicol, Tetracycline, Tetracyclines",5,5
Enterococcus spp.,"Aminoglycosides, Fluoroquinolones, Glycopeptides, Lipoglycopeptides, Phenicol",5,3
Enterococcus spp.,"Aminoglycosides, Fluoroquinolones, Lipoglycopeptides, Macrolides, Phenicol",5,3
