list_tested_classes,count_tested_classes,isolate_count
"Carbapenems, Fluoroquinolones, Glycopeptides, Lincosamides, Macrolides, Penicillins, Phenicol, Tetracycline, Tetracyclines",9,11
"Aminoglycosides, Carbapenems, Cephalosporins, Folate pathway antagonists, Macrolides, Penicillins, Tetracycline, Tetracyclines, β-lactam combination agents",9,10
"Carbapenems, Folate pathway antagonists, Glycopeptides, Lincosamides, Macrolides, Penicillins, Tetracycline, Tetracyclines, β-lactam combination agents",9,10
"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lincosamides, Penicillins, β-lactam combination agents",9,9
"Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lipoglycopeptides, Macrolides, Penicillins, Tetracycline, Tetracyclines",9,9
"Aminoglycosides, Cephalosporins, Lincosamides, Lipoglycopeptides, Macrolides, Penicillins, Phenicol, Tetracycline, Tetracyclines",9,9
"Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lincosamides, Lipoglycopeptides, Macrolides, Penicillins",9,9
"Cephalosporins, Fluoroquinolones, Lincosamides, Lipoglycopeptides, Macrolides, Penicillins, Phenicol, Tetracycline, Tetracyclines",9,9
"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lipopeptides, Penicillins, β-lactam combination agents",9,8
"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Penicillins, Tetracycline, Tetracyclines",9,8
"Aminoglycosides, Cephalosporins, Folate pathway antagonists, Glycopeptides, Lipoglycopeptides, Macrolides, Penicillins, Tetracycline, Tetracyclines",9,8
"Aminoglycosides, Fluoroquinolones, Glycopeptides, Lincosamides, Lipoglycopeptides, Penicillins, Phenicol, Tetracycline, Tetracyclines",9,8
"Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Macrolides, Penicillins, Phenicol, Tetracycline, Tetracyclines",9,8
"Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lincosamides, Lipoglycopeptides, Penicillins, Phenicol, Tetracycline, Tetracyclines",9,8
"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Macrolides, Penicillins, Tetracycline, Tetracyclines, β-lactam combination agents",9,7
"Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lipoglycopeptides, Macrolides, Tetracycline, Tetracyclines",9,7
"Aminoglycosides, Cephalosporins, Fluoroquinolones, Lincosamides, Macrolides, Penicillins, Tetracycline, Tetracyclines, β-lactam combination agents",9,7
"Aminoglycosides, Folate pathway antagonists, Glycopeptides, Lipoglycopeptides, Macrolides, Penicillins, Phenicol, Tetracycline, Tetracyclines",9,7
"Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lincosamides, Macrolides, Tetracycline, Tetracyclines",9,7
"Carbapenems, Cephalosporins, Folate pathway antagonists, Glycopeptides, Lincosamides, Macrolides, Phenicol, Tetracycline, Tetracyclines",9,7
"Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lincosamides, Lipoglycopeptides, Macrolides, Tetracycline, Tetracyclines",9,7
"Folate pathway antagonists, Glycopeptides, Lincosamides, Lipoglycopeptides, Macrolides, Penicillins, Phenicol, Tetracycline, Tetracyclines",9,7
"Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lipopeptides, Penicillins, Tetracycline, Tetracyclines",9,6
"Aminoglycosides, Cephalosporins, Folate pathway antagonists, Macrolides, Penicillins, Phenicol, Tetracycline, Tetracyclines, β-lactam combination agents",9,6
"Aminoglycosides, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lincosamides, Lipopeptides, Macrolides, Penicillins, Phenicol",9,6
"Carbapenems, Cephalosporins, Fluoroquinolones, Glycopeptides, Lincosamides, Penicillins, Tetracycline, Tetracyclines, β-lactam combination agents",9,6
"Carbapenems, Cephalosporins, Fluoroquinolones, Lipopeptides, Penicillins, Phenicol, Tetracycline, Tetracyclines, β-lactam combination agents",9,6
"Carbapenems, Cephalosporins, Folate pathway antagonists, Lincosamides, Macrolides, Penicillins, Phenicol, Tetracycline, Tetracyclines",9,6
"Carbapenems, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lincosamides, Macrolides, Phenicol, Tetracycline, Tetracyclines",9,6
"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Glycopeptides, Lincosamides, Macrolides, Penicillins, β-lactam combination agents",9,5
"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Glycopeptides, Lincosamides, Macrolides, Tetracycline, Tetracyclines",9,5
"Aminoglycosides, Carbapenems, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lincosamides, Lipoglycopeptides, Macrolides, Penicillins",9,5
"Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lincosamides, Lipoglycopeptides, Macrolides, Penicillins, β-lactam combination agents",9,5
"Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lincosamides, Macrolides, Tetracycline, Tetracyclines, β-lactam combination agents",9,5
"Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Macrolides, Penicillins, Tetracycline, Tetracyclines, β-lactam combination agents",9,5
"Aminoglycosides, Cephalosporins, Folate pathway antagonists, Glycopeptides, Lipoglycopeptides, Penicillins, Phenicol, Tetracycline, Tetracyclines",9,5
"Aminoglycosides, Cephalosporins, Lincosamides, Macrolides, Penicillins, Phenicol, Tetracycline, Tetracyclines, β-lactam combination agents",9,5
"Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lipopeptides, Macrolides, Penicillins, β-lactam combination agents",9,5
"Carbapenems, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lincosamides, Macrolides, Penicillins, Tetracycline, Tetracyclines",9,5
"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lincosamides, Macrolides, Penicillins",9,4
"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lipoglycopeptides, Macrolides, Penicillins",9,4
"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Penicillins, Phenicol, β-lactam combination agents",9,4
"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Penicillins, Phenicol, Tetracycline, Tetracyclines",9,4
"Aminoglycosides, Carbapenems, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lincosamides, Macrolides, Penicillins, Phenicol",9,4
"Aminoglycosides, Carbapenems, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lincosamides, Macrolides, Tetracycline, Tetracyclines",9,4
"Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Penicillins, Phenicol, Tetracycline, Tetracyclines",9,4
"Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lincosamides, Penicillins, Tetracycline, Tetracyclines, β-lactam combination agents",9,4
"Aminoglycosides, Cephalosporins, Fluoroquinolones, Lincosamides, Lipoglycopeptides, Penicillins, Phenicol, Tetracycline, Tetracyclines",9,4
"Aminoglycosides, Cephalosporins, Fluoroquinolones, Lipoglycopeptides, Macrolides, Penicillins, Phenicol, Tetracycline, Tetracyclines",9,4
"Aminoglycosides, Cephalosporins, Folate pathway antagonists, Glycopeptides, Lipoglycopeptides, Macrolides, Phenicol, Tetracycline, Tetracyclines",9,4
"Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lincosamides, Macrolides, Penicillins, Phenicol, β-lactam combination agents",9,4
"Carbapenems, Cephalosporins, Folate pathway antagonists, Glycopeptides, Lincosamides, Penicillins, Phenicol, Tetracycline, Tetracyclines",9,4
"Carbapenems, Cephalosporins, Folate pathway antagonists, Lipopeptides, Penicillins, Phenicol, Tetracycline, Tetracyclines, β-lactam combination agents",9,4
"Carbapenems, Fluoroquinolones, Glycopeptides, Lincosamides, Macrolides, Penicillins, Tetracycline, Tetracyclines, β-lactam combination agents",9,4
"Carbapenems, Folate pathway antagonists, Glycopeptides, Lincosamides, Macrolides, Penicillins, Phenicol, Tetracycline, Tetracyclines",9,4
"Aminoglycosides, Carbapenems, Fluoroquinolones, Folate pathway antagonists, Lincosamides, Macrolides, Penicillins, Phenicol, β-lactam combination agents",9,3
"Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lincosamides, Lipoglycopeptides, Tetracycline, Tetracyclines",9,3
"Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lipoglycopeptides, Macrolides, Penicillins, β-lactam combination agents",9,3
"Aminoglycosides, Cephalosporins, Fluoroquinolones, Glycopeptides, Lipoglycopeptides, Penicillins, Phenicol, Tetracycline, Tetracyclines",9,3
"Aminoglycosides, Cephalosporins, Fluoroquinolones, Glycopeptides, Lipopeptides, Macrolides, Penicillins, Tetracycline, Tetracyclines",9,3
"Aminoglycosides, Cephalosporins, Fluoroquinolones, Glycopeptides, Macrolides, Penicillins, Phenicol, Tetracycline, Tetracyclines",9,3
"Aminoglycosides, Cephalosporins, Fluoroquinolones, Lincosamides, Lipoglycopeptides, Macrolides, Phenicol, Tetracycline, Tetracyclines",9,3
"Aminoglycosides, Cephalosporins, Folate pathway antagonists, Glycopeptides, Lincosamides, Lipoglycopeptides, Phenicol, Tetracycline, Tetracyclines",9,3
"Aminoglycosides, Cephalosporins, Folate pathway antagonists, Glycopeptides, Macrolides, Penicillins, Tetracycline, Tetracyclines, β-lactam combination agents",9,3
"Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lincosamides, Penicillins, Tetracycline, Tetracyclines",9,3
"Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Macrolides, Penicillins, Tetracycline, Tetracyclines",9,3
"Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Penicillins, Tetracycline, Tetracyclines, β-lactam combination agents",9,3
"Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lipopeptides, Phenicol, Tetracycline, Tetracyclines, β-lactam combination agents",9,3
"Carbapenems, Cephalosporins, Glycopeptides, Lincosamides, Penicillins, Phenicol, Tetracycline, Tetracyclines, β-lactam combination agents",9,3
"Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lipoglycopeptides, Penicillins, Phenicol, Tetracycline, Tetracyclines",9,3
"Cephalosporins, Folate pathway antagonists, Glycopeptides, Lincosamides, Lipoglycopeptides, Macrolides, Penicillins, Tetracycline, Tetracyclines",9,3
"Cephalosporins, Folate pathway antagonists, Lincosamides, Lipoglycopeptides, Macrolides, Penicillins, Phenicol, Tetracycline, Tetracyclines",9,3
"Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lincosamides, Lipoglycopeptides, Macrolides, Phenicol, Tetracycline, Tetracyclines",9,3
"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Macrolides, Penicillins, Phenicol",9,2
"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Macrolides, Penicillins, β-lactam combination agents",9,2
"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lincosamides, Lipoglycopeptides, Macrolides, Penicillins",9,2
"Aminoglycosides, Carbapenems, Cephalosporins, Folate pathway antagonists, Lincosamides, Macrolides, Tetracycline, Tetracyclines, β-lactam combination agents",9,2
"Aminoglycosides, Carbapenems, Cephalosporins, Lincosamides, Macrolides, Penicillins, Tetracycline, Tetracyclines, β-lactam combination agents",9,2
"Aminoglycosides, Carbapenems, Fluoroquinolones, Folate pathway antagonists, Lincosamides, Macrolides, Penicillins, Tetracycline, Tetracyclines",9,2
"Aminoglycosides, Carbapenems, Fluoroquinolones, Folate pathway antagonists, Lipopeptides, Penicillins, Tetracycline, Tetracyclines, β-lactam combination agents",9,2
"Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lincosamides, Macrolides, Penicillins, Phenicol, β-lactam combination agents",9,2
"Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lipoglycopeptides, Macrolides, Phenicol, Tetracycline, Tetracyclines",9,2
"Aminoglycosides, Cephalosporins, Folate pathway antagonists, Glycopeptides, Lincosamides, Penicillins, Phenicol, Tetracycline, Tetracyclines",9,2
"Aminoglycosides, Cephalosporins, Glycopeptides, Lipoglycopeptides, Macrolides, Penicillins, Phenicol, Tetracycline, Tetracyclines",9,2
"Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Macrolides, Phenicol, Tetracycline, Tetracyclines",9,2
"Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Penicillins, Phenicol, Tetracycline, Tetracyclines",9,2
"Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lincosamides, Macrolides, Penicillins, Tetracycline, Tetracyclines",9,2
"Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lincosamides, Macrolides, Tetracycline, Tetracyclines, β-lactam combination agents",9,2
"Carbapenems, Cephalosporins, Fluoroquinolones, Glycopeptides, Lipoglycopeptides, Macrolides, Penicillins, Tetracycline, Tetracyclines",9,2
"Carbapenems, Cephalosporins, Fluoroquinolones, Glycopeptides, Macrolides, Penicillins, Tetracycline, Tetracyclines, β-lactam combination agents",9,2
"Carbapenems, Cephalosporins, Folate pathway antagonists, Glycopeptides, Macrolides, Penicillins, Phenicol, Tetracycline, Tetracyclines",9,2
"Carbapenems, Folate pathway antagonists, Glycopeptides, Lincosamides, Penicillins, Phenicol, Tetracycline, Tetracyclines, β-lactam combination agents",9,2
"Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lincosamides, Lipoglycopeptides, Macrolides, Penicillins, Phenicol",9,2
"Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lincosamides, Lipoglycopeptides, Macrolides, Penicillins, β-lactam combination agents",9,2
"Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Macrolides, Penicillins, Tetracycline, Tetracyclines, β-lactam combination agents",9,2
"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lincosamides, Lipoglycopeptides, Penicillins",9,1
"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lincosamides, Macrolides, β-lactam combination agents",9,1
"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lincosamides, Penicillins, Phenicol",9,1
"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Tetracycline, Tetracyclines, β-lactam combination agents",9,1
"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lincosamides, Tetracycline, Tetracyclines, β-lactam combination agents",9,1
"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Glycopeptides, Lincosamides, Lipoglycopeptides, Macrolides, Penicillins",9,1
"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Lipopeptides, Phenicol, Tetracycline, Tetracyclines, β-lactam combination agents",9,1
"Aminoglycosides, Carbapenems, Cephalosporins, Folate pathway antagonists, Glycopeptides, Lincosamides, Lipoglycopeptides, Macrolides, Penicillins",9,1
"Aminoglycosides, Carbapenems, Cephalosporins, Folate pathway antagonists, Glycopeptides, Penicillins, Tetracycline, Tetracyclines, β-lactam combination agents",9,1
"Aminoglycosides, Carbapenems, Cephalosporins, Folate pathway antagonists, Lincosamides, Penicillins, Phenicol, Tetracycline, Tetracyclines",9,1
"Aminoglycosides, Carbapenems, Cephalosporins, Folate pathway antagonists, Lipopeptides, Phenicol, Tetracycline, Tetracyclines, β-lactam combination agents",9,1
"Aminoglycosides, Carbapenems, Cephalosporins, Glycopeptides, Lincosamides, Lipoglycopeptides, Macrolides, Penicillins, β-lactam combination agents",9,1
"Aminoglycosides, Carbapenems, Cephalosporins, Lincosamides, Macrolides, Penicillins, Phenicol, Tetracycline, Tetracyclines",9,1
"Aminoglycosides, Carbapenems, Cephalosporins, Lipopeptides, Penicillins, Phenicol, Tetracycline, Tetracyclines, β-lactam combination agents",9,1
"Aminoglycosides, Carbapenems, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lincosamides, Penicillins, Tetracycline, Tetracyclines",9,1
"Aminoglycosides, Carbapenems, Glycopeptides, Lincosamides, Macrolides, Penicillins, Phenicol, Tetracycline, Tetracyclines",9,1
"Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Macrolides, Phenicol, Tetracycline, Tetracyclines",9,1
"Aminoglycosides, Cephalosporins, Fluoroquinolones, Glycopeptides, Lincosamides, Macrolides, Phenicol, Tetracycline, Tetracyclines",9,1
"Aminoglycosides, Cephalosporins, Fluoroquinolones, Glycopeptides, Lincosamides, Macrolides, Tetracycline, Tetracyclines, β-lactam combination agents",9,1
"Aminoglycosides, Cephalosporins, Glycopeptides, Lipoglycopeptides, Macrolides, Penicillins, Tetracycline, Tetracyclines, β-lactam combination agents",9,1
"Aminoglycosides, Fluoroquinolones, Glycopeptides, Lincosamides, Lipopeptides, Macrolides, Penicillins, Tetracycline, Tetracyclines",9,1
